"#",Lens ID,Title,Applicants
5783,084-880-159-880-587,METHODS FOR SELF-SEEDED HYDROTHERMAL GROWTH OF MFI ZEOLITE NANOSHEETS AND NANOSHEET ASSEMBLIES AND FOR TILING NANOSHEET ZEOLITE PLATES ON POLYMER SUPPORTS,University Of Cincinnati
5784,111-417-629-057-089,SHIPPING SYSTEM FOR STORING AND/OR TRANSPORTING TEMPERATURE-SENSITIVE MATERIALS,COLD CHAIN TECH LLC
5785,156-947-084-115-47X,COMPOSITIONS AND METHODS COMPRISING CANNABINOL FOR REDUCING SLEEP DISTURBANCES AND TREATING SLEEP DISORDERS,FLORASCIENCE INC
5786,180-767-943-261-371,Lagoon cover,BENNAMANN SERVICES LTD
5787,080-373-468-399-322,Filter Press End Assembly and Fluid Management System for use in Unipolar Electrochemical Devices,KEY DH IP INC /IP STRATEGIQUES DH INC
5788,112-086-817-734-932,ARTICLE OF FOOTWEAR FOR SKATING ON ICE,WARRIOR SPORTS INC
5789,133-080-378-389-771,ELECTROCHEMICAL REACTOR AND METHOD FOR REDUCING IRON FROM AN IRON-CONTAINING FEEDSTOCK,FORM ENERGY INC
5790,091-154-422-967-047,INKJET INK AND PRIMER FLUID SET,DUPONT ELECTRONICS INC
5791,178-790-219-719-605,GREASE COMPOSITION,IDEMITSU KOSAN CO
5792,098-265-510-063-335,"EASILY DISMANTLED ADHESIVE SHEET, LAMINATE, JOINED BODY, METHOD FOR PRODUCING JOINED BODY, AND METHOD FOR DISMANTLING JOINED BODY",NITTO DENKO CORP;;NITTO SHINKO CORP
5793,037-634-329-727-633,ELECTRONIC DEVICE,InnoLux Corporation
5794,032-211-451-001-573,"ELECTRODE ASSEMBLY, BATTERY CELL, BATTERY, ELECTRICAL DEVICE, AND TAB SHAPING APPARATUS",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD
5795,108-306-541-266-038,"Ethylene-based modifier, ethylene-based resin composition, film, method for producing ethylene-based resin composition, and method for producing film",SUMITOMO CHEMICAL CO
5796,087-628-111-508-756,Miniature soft hydraulic electrostatic zipping actuators and associated methods,ARTIMUS ROBOTICS INC
5797,117-954-464-200-271,METHOD OF MANAGING STORAGE BATTERY AND BATTERY MANAGEMENT SYSTEM,TOYOTA MOTOR CO LTD
5798,149-464-884-591-319,"ARTIFICIAL GRAPHITE AND PREPARATION METHOD THEREOF, SECONDARY BATTERY CONTAINING SUCH ARTIFICIAL GRAPHITE, AND ELECTRIC APPARATUS",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
5799,096-369-236-871-754,METHOD OF MANAGING STORAGE BATTERY AND BATTERY MANAGEMENT SYSTEM,TOYOTA MOTOR CO LTD
5800,047-738-707-052-776,"MULTILAYER FILM, LID MEMBER FOR FOOD PACKAGING CONTAINER, AND FOOD PACKAGING CONTAINER","TOYOBO CO., LTD."
5801,176-090-063-158-169,Sealant composition,TISSIUM SA
5802,168-089-802-337-905,Anti-hammocking performance fabric and device for multi-layered modular mattress systems and multi-layered modular mattresses using same.,CORP MATTRESS BRANDS LLC
5803,140-392-806-089-051,PANT-TYPE ABSORBENT ARTICLE,UNICHARM CORP
5804,169-534-175-772-973,Silica-based matting agents and methods of making and using the same,GRACE W R & CO
5805,075-349-469-485-504,"WEARABLE THERMAL SENSORS, SYSTEMS AND METHODS",RHAEOS INC;;WEBB RICHARD CHAD;;CORREIA CHASE;;MCKAY SHANNON;;PARSONS BLAKE;;ODLAND SCOTT;;BURTON ALEX;;TAYLOR DANIEL B
5806,072-767-864-891-37X,"SUPPORT ASSEMBLY, BATTERY BOX BODY, BATTERY AND ELECTRIC DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD
5807,170-624-959-870-63X,PROCESS FOR THE PRODUCTION OF A THERMOPLASTIC POLYOXAZOLIDINONE,COVESTRO DEUTSCHLAND AG
5808,168-655-052-565-661,METHOD FOR PRODUCING POLYAMIDE-BASED RESIN EXPANDED BEADS AND METHOD FOR PRODUCING POLYAMIDE-BASED RESIN EXPANDED MOLDED ARTICLE,JSP CORP
5809,152-168-853-276-465,"Toner, developer, toner storage unit, image forming apparatus, and image forming method",KAMADA YASUO;;YAMADA HIROSHI;;TAKEBAYASHI TOMA;;TAKEI AKIO;;RICOH CO LTD
5810,085-043-245-236-673,CROSSLINKED HYDROGELS WITH ENHANCED RADIOPACITY FOR MEDICAL APPLICATIONS,BOSTON SCIENT SCIMED INC
5811,162-644-985-763-617,THERMALLY-CONDUCTIVE SHEET,SEKISUI POLYMATECH CO LTD
5812,188-156-596-079-230,POLYMER COMPOSITIONS WITH ANTIMICROBIAL NANOPARTICLES AND METHODS OF MANUFACTURE,"EVOQ NANO, INC."
5813,140-828-404-445-695,AEROSOL PROVISION SYSTEM,NICOVENTURES TRADING LIMITED
5814,148-372-028-412-053,FOOD CARRIER THAT PROJECTS ONE OR MORE DECORATIVE SILHOUETTES AND ASSOCIATED METHODS OF MANUFACTURE,FREELAND BRIAN
5815,194-455-693-635-283,Lithium Secondary Battery,LG ENERGY SOLUTION LTD
5816,060-343-884-286-789,METHOD FOR PREPARING POSITIVE ELECTRODE ACTIVE MATERIAL AND POSITIVE ELECTRODE ACTIVE MATERIAL,LG CHEMICAL LTD
5817,199-926-092-285-492,POSITIVE ELECTRODE ACTIVE MATERIAL AND USE THEREOF,"Zhuhai CosMX Battery Co., Ltd."
5818,067-065-514-690-01X,Polyphenylene sulfide resin composition and molded article,"Toray Industries, Inc."
5819,081-039-198-123-424,"VEHICLE SENSORS COMPRISING REPELLENT SURFACE, PROTECTIVE FILMS, REPELLENT COATING COMPOSITIONS, AND METHODS",3M INNOVATIVE PROPERTIES COMPANY
5820,019-094-862-900-150,Expandable attachment device and method,STOUT MEDICAL GROUP LP
5821,148-198-549-751-64X,"TRANSFER SHEET, METHOD FOR MANUFACTURING EXTERIOR MEMBER, AND EXTERIOR MEMBER",DAINIPPON PRINTING CO LTD
5822,072-517-891-043-729,"ELECTROCHROMIC SHEET, LENS FOR EYEGLASSES, AND EYEGLASSES",SUMITOMO BAKELITE CO
5823,133-881-987-761-620,"Thermosetting resin composition, thermosetting resin film, thermoset film, multilayer body, printed wiring board and method for producing same",KANEKA CORP
5824,062-374-869-518-603,IMAGE FORMING APPARATUS,SHARP KK
5825,010-354-105-436-54X,"Carbonaceous material, method for producing same, electrode active material for electrochemical device, electrode for electrochemical device, and electrochemical device",KURARAY CO
5826,067-714-414-504-387,Method for forming multilayer coating film,KANSAI PAINT CO LTD
5827,186-512-124-682-272,"POSITIVE ELECTRODE ACTIVE MATERIAL PRECURSOR, METHOD FOR PREPARING POSITIVE ELECTRODE ACTIVE MATERIAL BY USING SAME, AND POSITIVE ELECTRODE ACTIVE MATERIAL",LG CHEMICAL LTD
5828,097-386-431-268-273,Textured medical textiles,TELA BIO INC
5829,136-266-899-120-553,AEROSOL-GENERATING SYSTEM WITH CHARGING DEVICE,PHILIP MORRIS PRODUCTS S A
5830,142-959-149-904-833,"METHOD FOR PREPARING NEGATIVE ELECTRODE ACTIVE MATERIAL, NEGATIVE ELECTRODE ACTIVE MATERIAL, NEGATIVE ELECTRODE, AND SECONDARY BATTERY",LG ENERGY SOLUTION LTD
5831,024-751-957-959-567,NON-AQUEOUS ELECTROLYTE SOLUTION FOR LITHIUM SECONDARY BATTERY AND LITHIUM SECONDARY BATTERY INCLUDING THE SAME,LG ENERGY SOLUTION LTD
5832,154-416-890-765-068,Device for Skin Disinfection and Adhesive Deactivation,BECTON DICKINSON CO
5833,166-975-639-369-256,INKJET INK SET AND INKJET RECORDING APPARATUS,KYOCERA DOCUMENT SOLUTIONS INC
5834,030-599-875-582-19X,POSITIVE ELECTRODE ACTIVE MATERIAL AND LITHIUM SECONDARY BATTERY USING THE SAME,ECOPRO BM CO LTD
5835,158-674-868-243-295,Liquid filtration media containing melt-blown fibers,"Donaldson Company, Inc."
5836,138-913-620-848-100,ELECTRONIC DEVICE,InnoLux Corporation
5837,134-984-904-696-252,"Device for supporting a treatment using pulsed electric fields in order to heal wounds and/or for the inactivation of microorganisms, and method for the inactivation of microorganisms",HINERKOPF THEISEN MOGG GES DES BURGERLICHEN RECHTS
5838,012-951-205-832-396,Fluid conduit module for attachment to an endoscope,MEDITECH ENDOSCOPY LTD
5839,032-188-609-082-244,ENDOSCOPE,HECK & REDDY INNOVATIONS LLC
5840,049-903-055-050-52X,Method of Synthesizing Aluminum-Rich Molecular Sieve of *MRE Framework Type,EXXONMOBIL TECHNOLOGY & ENGINEERING COMPANY
5841,170-045-987-687-908,Endoscope,HECK & REDDY INNOVATIONS LLC
5842,156-121-429-569-696,BODILY WASTE COLLECTION USING PERIODIC PRESSURE,PUREWICK CORP
5843,081-277-372-980-610,ANTICANCER COMPOSITIONS,ARAGON PHARMACEUTICALS INC
5844,070-728-516-070-909,FLOW BATTERY STATE OF HEALTH INDICATOR,INVINITY ENERGY SYSTEMS IRELAND LTD
5845,073-305-349-465-739,"METHOD FOR APPLYING A PROTECTIVE LAYER TO AN ALKALI METAL OR ALKALI METAL ALLOY SURFACE, AND ARTICLE COMPRISING SUCH PROTECTIVE LAYER",VITO NV
5846,092-539-969-468-659,Methods of using a phenolic fatty acid compound on a synthetic fabric material,SI GROUP INC
5847,141-447-474-576-727,"PHOTOREACTIVE ORGANOPOLYSILOXANE, METHOD FOR PRODUCING SAME, AND PHOTOCURABLE COMPOSITION",SHINETSU CHEMICAL CO
5848,189-005-333-679-531,Prodrug salts,AEROMICS INC
5849,145-700-294-845-872,"BATTERY CELL, BATTERY, AND POWER CONSUMING DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
5850,083-016-037-150-668,INK JET RECORDING METHOD AND INK JET RECORDING APPARATUS,CANON KK
5851,106-323-113-486-079,Cellulosic textile fibre,INFINITED FIBER COMPANY OY
5852,097-811-476-137-730,OPTICAL ELEMENT,LG CHEMICAL LTD
5853,186-285-366-296-57X,Hair Beauty Instrument,YA MAN LTD
5854,098-757-270-507-38X,"Iron oxyhydroxynitrate having phosphoric acid anion-adsorbed surface, preparation method therefor, cathode comprising iron oxyhydroxynitrate having phosphoric acid anion-adsorbed surface for lithium secondary battery, and lithium secondary battery comprising same",LG ENERGY SOLUTION LTD
5855,136-897-624-840-536,LYOSPHERE CRITICAL REAGENT KIT,Merck Sharp & Dohme LLC
5856,067-883-300-300-99X,Secondary battery and method for manufacturing secondary battery,PRIME PLANET ENERGY & SOLUTIONS INC
5857,102-044-372-514-364,COATED STEEL SHEET AND PRODUCTION METHOD THEREFOR,JFE STEEL CORP
5858,101-386-894-792-242,FIRE-PROTECTION COMPOSITION WITH IMPROVED LOW TEMPERATURE DRYING PROPERTIES AND FIRE-PROTECTION COATING RESULTING THEREFROM,HILTI AG
5859,108-510-173-002-191,VEHICULAR CEILING INTERIOR COMPONENT,TOYOTA BOSHOKU KK;;TOYOTA MOTOR CO LTD
5860,185-142-940-476-934,Pinch valve,ASAHI YUKIZAI CORP
5861,058-554-165-900-875,CYLINDRICAL BATTERY,PANASONIC ENERGY CO LTD
5862,102-570-405-406-23X,CURRENT COLLECTING MEMBER AND SECONDARY BATTERY,Contemporary Amperex Technology(Hong Kong)Limited
5863,124-112-411-107-973,COMPOSITE TRAY,AUO CORP
5864,050-943-266-144-317,TOUCH SENSOR AND TOUCH PANEL,FUJIFILM CORP
5865,123-288-682-105-331,Secondary battery and apparatus containing the secondary battery,CONTEMPORARY AMPEREX TECH CO LIMITED;;CONTEMPORARY AMPEREX TECH HONG KONG LIMITED
5866,013-008-436-173-331,THREADED CONNECTION FOR PIPE AND METHOD FOR PRODUCING THREADED CONNECTION FOR PIPE,NIPPON STEEL CORP;;VALLOUREC OIL & GAS FRANCE
5867,154-289-637-080-621,Jelly-Roll Type Electrode Assembly and Secondary Battery Including Jelly-Roll Type Electrode Assembly,LG ENERGY SOLUTION LTD
5868,155-615-679-893-097,POSITIVE ELECTRODE ACTIVE MATERIAL AND LITHIUM SECONDARY BATTERY INCLUDING THE SAME,ECOPRO BM CO LTD
5869,194-626-579-673-722,"RESIN COMPOSITION, AQUEOUS INK, INK JET RECORDING DEVICE, AND INK JET RECORDING METHOD",BROTHER IND LTD
5870,012-526-386-458-737,SEPARATOR FOR ELECTROCHEMICAL DEVICE AND ELECTROCHEMICAL DEVICE COMPRISING SAME,LG ENERGY SOLUTION LTD
5871,140-253-677-532-159,AIR CONDITIONER,QINGDAO HISENSE HITACHI AIR CONDITIONING SYS CO LTD
5872,148-245-435-179-939,Systems and methods for terahertz imaging,SEQUESTIM LTD
5873,090-049-033-316-67X,POLYETHER ETHER KETONE DECOMPOSITION METHOD AND NOVEL SUBSTANCE USING STARTING MATERIAL THAT IS DECOMPOSITION PRODUCT OBTAINED BY THIS DECOMPOSITION METHOD,AIST
5874,115-825-911-062-12X,ELECTRODE MANUFACTURING METHOD,TOYOTA JIDOSHOKKI KK
5875,184-926-763-600-12X,Polymerase chain reaction system,BIONEER CORP
5876,025-485-347-158-006,ELECTROCHEMICAL APPARATUS AND ELECTRONIC APPARATUS,Ningde Amperex Technology Limited
5877,196-643-653-591-192,COATED STEEL SHEET AND PRODUCTION METHOD THEREFOR,JFE STEEL CORP
5878,138-004-048-304-373,Lithium secondary battery,LG ENERGY SOLUTION LTD
5879,023-740-445-588-520,TRACKABLE HOCKEY PUCKS AND SIMILAR PROJECTILES,DOEDEN PATRICIA
5880,037-152-420-793-584,"CONTAINERS, BLANKS, AND METHODS FOR DISPENSING WEB MATERIAL",REYNOLDS CONSUMER PRODUCTS LLC
5881,081-827-012-422-483,"BATTERY CELL, BATTERY AND ELECTRICAL DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
5882,082-980-429-722-382,Battery and electrode body holder,PRIME PLANET ENERGY & SOLUTIONS INC
5883,107-712-938-184-708,ADHESIVE COMPOSITION AND RUBBER REINFORCING MATERIAL,KOLON INC
5884,012-272-012-639-923,Electrically-conductive asphalt concrete containing carbon fibers,"Iowa State University Research Foundation, Inc."
5885,037-986-939-103-675,Body support assembly and methods for the use and assembly thereof,STEELCASE INC
5886,123-276-157-476-953,Implant injector device,OCULAR THERAPEUTIX INC
5887,163-647-447-726-245,COATED STEEL SHEET AND METHOD FOR MANUFACTURING SAME,JFE STEEL CORP
5888,071-537-690-929-015,ABSORBENT ARTICLE,KAO CORP
5889,014-374-015-343-503,HIGH-TEMPERATURE GREASE,KLUEBER LUBRICATION MUENCHEN GMBH & CO KG
5890,190-841-976-217-954,"SCREW-TOP CAP FOR CONTAINER, AND METHOD OF USING AND MAKING SAME",CSP TECHNOLOGIES INC
5891,105-394-812-238-48X,"AQUEOUS SLURRY COMPOSITION FOR POSITIVE ELECTRODE, POSITIVE ELECTRODE MANUFACTURED THEREFROM, AND LITHIUM SECONDARY BATTERY",UIF UNIV INDUSTRY FOUNDATION YONSEI UNIV
5892,119-272-242-019-148,"DYEABLE COMPOSITION, FIBER, AND PROCESS",BASF SE;;BASF CHINA CO LTD
5893,156-200-477-561-440,RELEASE PROTECTION FILM AND METHOD FOR MANUFACTURING THE SAME,NAN YA PLASTICS CORPORATION
5894,036-512-831-801-374,Printed circuit board and manufacturing method thereof,UNIMICRON TECH CORPORATION
5895,151-361-672-913-830,"BICYCLIC QUINONES, PHARMACEUTICAL COMPOSITIONS, AND THERAPEUTIC APPLICATIONS",IC MEDTECH CORP
5896,185-712-164-917-478,Metathesis of C4/C5 to Propylene and 1-Hexene,EXXONMOBIL CHEMICAL PATENTS INC
5897,003-588-195-602-799,Kidney stone suction device,BOSTON SCIENT SCIMED INC
5898,002-808-145-170-209,COUPLEABLE WOUND CLOSURE MECHANISM AND METHODS OF MANUFACTURING AND USING SAME,SUTUREGARD Medical Inc.
5899,024-380-421-634-721,Insert for a child safety seat,BRITAX CHILDCARE PTY LTD
5900,125-929-698-699-218,"ULTRASOUND TEST METHOD, AND RELATED TEST DEVICE AND WELL PLATE",INNO SOL SRL START UP INNOVATIVA
5901,047-282-366-132-256,LIGHT GUIDE PLATE AND MACHINE VISION SYSTEM INCLUDING THE SAME,MEMSLUX
5902,064-852-565-438-23X,CAP ASSEMBLY AND DROPPER ASSEMBLY AS WELL AS CONTAINER SYSTEM INCLUDING THE SAME,SILGAN DISPENSING SYSTEMS WUXI CO LTD
5903,118-462-816-591-997,"Housing for a heating, air-conditioning and/or ventilation device for a motor vehicle",VALEO SYSTEMES THERMIQUES
5904,059-121-945-926-323,"Sedimentation plate, sedimentation assembly, and sedimentation module",SHANDONG HOTONE ENVIRONMENTAL TECH CO LTD
5905,088-697-330-906-581,Disposal and containment device for various types of waste and method of use,BURNETT CLAUDE A
5906,098-495-109-634-043,"DIRECT TO SUBSTRATE PRINTING ASSEMBLY, METHODS OF USE THEREOF AND COMPOSITIONS PRODUCED THEREBY",EASTERN TECH LLC
5907,162-752-850-382-364,INTRAOCULAR LENS HAVING A MEDICAMENT RESERVOIR,Carl Zeiss Meditec AG
5908,073-904-974-149-066,Head Covering Device Providing Filtered Intake and Exhaust Air,Hall Labs LLC
5909,128-035-718-386-013,Fletching jig alignment device,ROSENTHAL KEITH BRIAN
5910,142-351-699-837-000,BONDED MAGNET AND METHOD OF PREPARING THE SAME,NICHIA CORP
5911,038-717-377-189-841,DISPOSABLE FILTRATION DEVICE FOR PURIFYING ADIPOSE TISSUE,NEOSYAD
5912,146-356-806-172-285,Parcel boxes having baffle assemblies and methods,THE STEP2 COMPANY LLC
5913,083-657-390-741-178,ECG ELECTRODE CONNECTOR,KPR US LLC
5914,063-397-008-628-147,THERAPEUTIC AGENT FOR NONALCHOLIC STETOHEPATITIS,OTSUKA PHARMA CO LTD
5915,094-869-695-180-870,Partially compressed cleaning substrate for media transport device,KICTEAM INC
5916,100-431-326-080-013,Method and system for evaluating insulation and lithium ion conductivity characteristics of separator for electrochemical device,LG ENERGY SOLUTION LTD
5917,198-353-091-420-603,MORTAR POUCH FOR GLUING OR JOINTING TILES AND METHOD FOR MANUFACTURING THEREOF,SAINT GOBAIN WEBER FRANCE
5918,181-597-236-367-81X,CONTROLLED DEPLOYMENT OF SHAPE-MEMORY ARTICLES,BAKER HUGHES OILFIELD OPERATIONS LLC
5919,012-033-136-183-632,PYROLYSIS METHOD OF WASTE PLASTICS USING WASTE RESOURCES,SK INNOVATION CO LTD;;SK GEO CENTRIC CO LTD
5920,010-382-394-800-640,COMPOSITION FOR INCREASED STABILITY OF RECYCLED POLYETHYLENE,SABIC GLOBAL TECHNOLOGIES BV
5921,087-503-295-362-528,KNOB CAP FOR HIGH PRESSURE TANK,LOTTE CHEMICAL CORP
5922,115-049-610-405-783,MEDICAL DEVICE FOR FIXING INTRAOCULAR LENSES,ROSSI TOMMASO;;MALVASI CARLO;;SILVA PAOLO
5923,073-318-241-508-314,Composite reinforcing strip,HYPER FIBERS S R L
5924,196-651-739-001-86X,A PROCESS FOR MAKING TEMPERATURE REGULATING POLYMERIC RETROFITS THROUGH FORM STABILIZATION,PLUSS ADVANCED TECH LIMITED
5925,067-396-110-609-832,"BATTERY, AND BATTERY PACK AND VEHICLE COMPRISING BATTERY",LG ENERGY SOLUTION LTD
5926,180-309-859-063-796,System and Method for Improving Windshield Glare,ILLINOIS TOOL WORKS INC
5927,022-970-740-478-786,Court edge enhancement,Jacob Stewart
5928,033-905-647-951-637,Periodic radial symmetry for filter pleating,DONALDSON CO INC
5929,045-505-575-546-183,DEVICE FOR FOLDING POUCH FOR SECONDARY BATTERY AND SECONDARY BATTERY,LG ENERGY SOLUTION LTD
5930,079-107-749-281-630,FLUID DISTRIBUTION SYSTEM,SANISURE INC
5931,153-141-000-863-859,PACKAGED COSMETIC STICK PRODUCT,CONOPCO INC DBA UNILEVER
5932,168-137-143-928-026,ELECTRODE ASSEMBLY SEALING DEVICE AND SEALING METHOD,LG ENERGY SOLUTION LTD
5933,050-754-387-666-055,Insect barrier,ENGINEERED MAT INC
5934,034-271-270-255-088,"ULTRASOUND TEST METHOD, AND RELATED TEST DEVICE AND WELL PLATE",INNO SOL SRL START UP INNOVATIVA
5935,069-644-134-062-395,IMPROVED SYSTEM FOR THERMAL REGULATION OF A SPACECRAFT,AIRBUS DEFENCE & SPACE SAS;;AIRBUS DEFENCE & SPACE GMBH
5936,014-129-074-784-06X,Absorptive article quick decomposition system and operating method thereof,YI CHUN GREEN TECH CO LTD
5937,031-187-670-724-09X,BATTERY CELL AND BATTERY PACK,EVE ENERGY CO LTD
5938,011-030-760-558-717,BACKLIGHT MODULE,INNOLUX CORP
5939,113-036-623-288-840,PLATE WITH OPENING AID FOR CANS,BURGSTALLER PETER
5940,002-897-736-835-775,Battery module and battery,WEBASTO SE
5941,016-456-042-662-894,JELLY-CONTAINING BEVERAGE AND METHOD FOR MANUFACTURING SAME,HONMA YUJI;;COCA COLA CO
5942,055-694-980-144-522,"MOLECULAR SIEVE SSZ-120, ITS SYNTHESIS AND USE",CHEVRON USA INC
5943,143-233-399-066-75X,SYSTEMS FOR INCREASING AIRFLOW PAST A VEHICLE ENERGY ABSORBER,TOYOTA ENG & MFG NORTH AMERICA;;TOYOTA MOTOR CO LTD
5944,073-531-150-136-917,ATMOSPHERIC AEROSOL COALESCER,ABAHUSAYN MANSUR
5945,006-016-230-301-293,APPARATUS AND METHOD FOR ACQUIRING A DENTAL IMPRESSION BY MEANS OF INTRAORAL DIGITAL SCANNING,CROVATO DIEGO;;ABRAMI GABRIELE;;GUIRAO CANO SERGIO
5946,136-637-894-118-331,Filtration of fluids using conformable porous shape memory media,SADANA ANIL;;AGRAWAL DEVESH;;BAKER HUGHES OILFIELD OPERATIONS LLC
5947,045-485-422-014-906,Multiple-use intravenous catheter assembly septum and septum actuator,BECTON DICKINSON CO
5948,079-409-165-604-807,Pasture grass substrate,LOHAS BIOTECH DEV CORP
5949,088-025-704-647-552,POUCH CELL IN WHICH CONNECTION PART BETWEEN ELECTRODE TAB AND ELECTRODE LEAD IS COVERED BY INSULATION MATERIAL,LG ENERGY SOLUTION LTD
5950,104-267-622-644-032,"Field grading members, cables having field grading members, and methods of making field grading members",HAMILTON SUNDSTRAND CORP
5951,126-442-223-786-264,Inkjet printer,KISHU GIKEN KOGYO CO LTD
5952,002-972-296-310-728,Center of Rotation Guide,ARTHREX INC
5953,054-543-206-321-652,LAMP DEVICE,STANLEY ELECTRIC CO LTD
5954,005-379-112-270-648,DUAL MANUFACTURING PROCESS AND CALIBRATION TO ACHIEVE HIGH ACCURACY THERMAL COUPLE SUBSTRATES,"Applied Materials, Inc."
5955,073-645-096-429-609,Underlayment panel having drainage channels,"Brock USA, LLC"
5956,127-561-538-066-817,"A METHOD FOR COATING A FIBROUS WEB, AND A SURFACE COATED FIBROUS WEB",STORA ENSO OYJ
5957,078-680-628-795-358,Rotating Valve System,ILLINOIS TOOL WORKS
5958,197-404-800-977-844,"SLIDING SLEEVE, PIPE ASSEMBLY AND WATER TRAP",PREVEX AB OY
5959,183-911-762-148-276,Electrolyte Membrane,NIPPON TELEGRAPH & TELEPHONE
5960,061-029-258-038-551,BATTERY CELL AND BATTERY PACK,EVE ENERGY CO LTD
5961,112-203-190-848-601,POLE AND BATTERY,CORNEX NEW ENERGY CO LTD
5962,125-857-569-007-342,UREA TANK AND BASE PLATE WITH AN INTEGRATED HEATING ELEMENT,PLASTIC OMNIUM ADVANCED INNOVATION & RES
5963,084-674-225-398-434,CHILD-RESISTANT VAPORIZATION DEVICE,CARFIELD HANNA
5964,090-041-686-741-810,Apparatus for evaluating insulation of secondary battery,HYUNDAI MOTOR CO LTD;;KIA CORP
5965,134-122-278-545-81X,A CONNECTOR FOR CONNECTING TO AN OSTOMY APPLIANCE,SALTS HEALTHCARE LTD
5966,025-643-690-766-544,Speaker illumination apparatus and method,VERTICAL WWT LLC
5967,125-064-023-579-242,Absorbent article with absorbent strips,MEDLINE INDUSTRIES LP
5968,005-167-706-002-742,CHILD RESISTANT CLOSURE AND SPOUT COMBINATION,RIEKE LLC
5969,114-136-932-853-107,OPTICAL BLOOD PRESSURE MEASUREMENT DEVICE,CARDIO RING TECH INC
5970,076-515-968-099-226,REPAIRING WELLBORE CEMENT STRUCTURES AND RELATED COMPOSITIONS,SAUDI ARABIAN OIL CO
5971,124-799-733-357-311,COMPOSITE DOWEL FOR JOINING TWO PLATES PROVIDED WITH SLOT HOLES,UNEX APARELLAJE ELECTRICO SL
5972,002-043-639-238-849,Systems and methods for using negative pressure wound therapy to manage open abdominal wounds,SMITH & NEPHEW INC
5973,127-864-446-646-062,Device For Connecting An Electrical Component To A Component To Be Electrically Insulated Therefrom,FORSCHNER EUGEN GMBH
5974,194-830-013-489-676,TAB RELEASE CHILD SAFETY FEATURE,CSP TECHNOLOGIES INC
5975,188-401-471-808-862,ACCESS CHAMBER AND MODULAR STACKABLE SECTIONS,BURDENS AUSTRALIA PTY LTD
5976,110-332-985-848-320,HIGH ELECTRON MOBILITY TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME,NATIONAL YANG MING CHIAO TUNG UNIVERSITY
5977,092-918-771-860-065,PLASTIC FREE PACKAGING AND USE OF THE PACKAGING FOR MORTARS AND FERTILIZERS,KLABIN S A
5978,158-610-325-468-313,"Charging device, cartridge, and image forming apparatus",FUJIFILM BUSINESS INNOVATION CORP
5979,187-041-755-522-038,NON-AQUEOUS ELECTROLYTE SECONDARY BATTERY,SANYO ELECTRIC CO
5980,184-851-851-828-614,RAKE ASSEMBLY,THE AMES COMPANIES INC
5981,198-206-294-312-40X,SYSTEMS AND METHODS RELATED TO LIQUID DRAINAGE,"TRI-STEP GUTTER COVERS, INC."
5982,046-025-936-768-325,ELECTRODE MANUFACTURING METHOD,TOYOTA MOTOR CO LTD
5983,192-175-174-320-600,TOOLING ASSEMBLY FOR FORMING A CONTAINER BY BLOW MOLDING,AMCOR RIGID PACKAGING USA LLC
5984,132-917-094-234-36X,CONTROLLED DEPLOYMENT OF SHAPE-MEMORY ARTICLES,BAKER HUGHES OILFIELD OPERATIONS LLC
5985,061-259-851-203-806,Composition and stretched body,DAIKIN IND LTD
5986,002-695-272-395-189,"Abrasive article, abrasive system and method for using and forming same",SAINT GOBAIN ABRASIVES INC;;SAINT GOBAIN ABRASIFS
5987,055-793-585-888-066,Lithium-stuffed garnet electrolytes with a reduced surface defect density and methods of making and using the same,"QuantumScape Battery, Inc."
5988,132-934-926-188-04X,Environmentally biodegradable microcapsules,TRUCAPSOL LLC
5989,027-335-506-046-394,TEST TOOL AND TESTING METHOD,FUJIFILM CORP
5990,160-912-192-200-334,PULTRUDED ARTICLES,ZEPHYROS INC
5991,024-264-509-770-818,"Positive electrode active material, method for the preparation thereof, positive electrode plate, secondary battery and electrical device containing the same",CONTEMPORARY AMPEREX TECH HONG KONG LIMITED
5992,151-988-908-664-236,"DEVICES, SYSTEMS AND METHODS FOR USING AND MONITORING MEDICAL DEVICES",CANARY MEDICAL INC
5993,097-225-087-332-995,Headset for neurostimulation and sensing of body parameters,NEUROLIEF LTD
5994,024-431-532-939-859,DUAL CURABLE OLIGOMERS,ARKEMA FRANCE
5995,084-026-757-788-710,"SECONDARY BATTERY AND BATTERY MODULE COMPRISING SAME, BATTERY PACK, AND ELECTRICAL DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
5996,123-467-700-585-484,Sanitary Tissue Product Rolls,PROCTER & GAMBLE
5997,010-593-350-039-677,Organic semiconducting compounds,FLEXENABLE TECH LTD;;FLEXENABLE TECH LIMITED
5998,175-629-794-354-77X,MULTILAYER STRUCTURE INCLUDING INSULATING LAYER,DENKA COMPANY LTD
5999,180-127-596-943-400,PANT-TYPE ABSORBENT ARTICLE,UNICHARM CORP
6000,166-912-683-267-478,Modified cellulose fiber powder,KAO CORP
